datum,ISTAT_code,name_IT,totals
2020_03_30,21001,ALDINO,1
2020_03_30,21003,ANTERIVO,2
2020_03_30,21004,APPIANO SULLA STRADA DEL VINO,66
2020_03_30,21005,AVELENGO,1
2020_03_30,21006,BADIA,22
2020_03_30,21007,BARBIANO,2
2020_03_30,21008,BOLZANO,286
2020_03_30,21009,BRAIES,2
2020_03_30,21010,BRENNERO,8
2020_03_30,21011,BRESSANONE,53
2020_03_30,21012,BRONZOLO,4
2020_03_30,21013,BRUNICO,26
2020_03_30,21015,CALDARO SULLA STRADA DEL VINO,11
2020_03_30,21016,CAMPO DI TRENS,5
2020_03_30,21017,CAMPO TURES,6
2020_03_30,21019,CASTELROTTO,69
2020_03_30,21021,CHIENES,9
2020_03_30,21022,CHIUSA,10
2020_03_30,21023,CORNEDO ALL'ISARCO,10
2020_03_30,21024,CORTACCIA SULLA STRADA DEL VINO,1
2020_03_30,21025,CORTINA SULLA STRADA DEL VINO,1
2020_03_30,21026,CORVARA IN BADIA,18
2020_03_30,21027,CURON VENOSTA,2
2020_03_30,21028,DOBBIACO,3
2020_03_30,21029,EGNA,10
2020_03_30,21030,FALZES,4
2020_03_30,21031,FIE' ALLO SCILIAR,11
2020_03_30,21032,FORTEZZA,4
2020_03_30,21033,FUNES,7
2020_03_30,21034,GAIS,4
2020_03_30,21035,GARGAZZONE,1
2020_03_30,21117,LA VALLE,9
2020_03_30,21038,LAGUNDO,7
2020_03_30,21039,LAION,16
2020_03_30,21040,LAIVES,41
2020_03_30,21041,LANA,7
2020_03_30,21042,LASA,2
2020_03_30,21044,LUSON,1
2020_03_30,21045,MAGRE' SULLA STRADA DEL VINO,1
2020_03_30,21047,MAREBBE,12
2020_03_30,21048,MARLENGO,1
2020_03_30,21050,MELTINA,2
2020_03_30,21051,MERANO,61
2020_03_30,21052,MONGUELFO - TESIDO,7
2020_03_30,21053,MONTAGNA,11
2020_03_30,21054,MOSO IN PASSIRIA,8
2020_03_30,21055,NALLES,3
2020_03_30,21056,NATURNO,1
2020_03_30,21057,NAZ-SCIAVES,5
2020_03_30,21059,NOVA PONENTE,5
2020_03_30,21060,ORA,16
2020_03_30,21061,ORTISEI,45
2020_03_30,21063,PERCA,3
2020_03_30,21066,POSTAL,2
2020_03_30,21067,PRATO ALLO STELVIO,2
2020_03_30,21068,PREDOI,1
2020_03_30,21070,RACINES,16
2020_03_30,21072,RENON,10
2020_03_30,21073,RIFIANO,3
2020_03_30,21074,RIO DI PUSTERIA,2
2020_03_30,21075,RODENGO,4
2020_03_30,21076,SALORNO SULLA STRADA DEL VINO,9
2020_03_30,21077,SAN CANDIDO,6
2020_03_30,21079,SAN GENESIO ATESINO,4
2020_03_30,21080,SAN LEONARDO IN PASSIRIA,15
2020_03_30,21081,SAN LORENZO DI SEBATO,4
2020_03_30,21082,SAN MARTINO IN BADIA,4
2020_03_30,21083,SAN MARTINO IN PASSIRIA,7
2020_03_30,21084,SAN PANCRAZIO,2
2020_03_30,21085,SANTA CRISTINA VALGARDENA,20
2020_03_30,21086,SARENTINO,4
2020_03_30,21087,SCENA,1
2020_03_30,21089,SELVA DI VAL GARDENA,39
2020_03_30,21118,SENALE-SAN FELICE,3
2020_03_30,21093,SILANDRO,3
2020_03_30,21097,TERLANO,12
2020_03_30,21098,TERMENO SULLA STRADA DEL VINO,1
2020_03_30,21099,TESIMO,3
2020_03_30,21101,TIROLO,3
2020_03_30,21102,TRODENA NEL PARCO NATURALE,4
2020_03_30,21104,ULTIMO,1
2020_03_30,21105,VADENA,3
2020_03_30,21107,VAL DI VIZZE,9
2020_03_30,21106,VALDAORA,8
2020_03_30,21108,VALLE AURINA,5
2020_03_30,21109,VALLE DI CASIES,5
2020_03_30,21110,VANDOIES,3
2020_03_30,21111,VARNA,13
2020_03_30,21116,VELTURNO,5
2020_03_30,21113,VILLABASSA,13
2020_03_30,21114,VILLANDRO,1
2020_03_30,21115,VIPITENO,19
